,SEC_INT,P1,P2$01,P4,DEPTO_MUNI,P7_NO_PERNOC,P7_SI_PERNOC,P9_#EXCURSION,DEP_MUN_LUG,P11_MOTIVO_EXCURSION,P13_GASTO_EXCURSION,P14_#PER_EXCURSION,P16_#EXCUR_CONPERNOC,SUMA_PUNTOS,EDAD,PROFESION,OCUPACION,GENERO,VIA_VIAJE,P18_#NOCHES1,P19_#PERSON1,P20_MOTIVO_1,P21_ALOJ_1,P22_PER_GAS_1,P24_VIAJE_ORG,P26_TRASPORTE,P27_DG_SUMA,P17_DESTINO1
73,25030175,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,12,63,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
75,25030175,Si,Día de la independencia 15 de septiembre,"Sí, es de familiares o amigos",SAN MARCOS_TEJUTLA,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,8,58,MAESTRO,MAESTRO DE PARVULOS,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,650.0,QUETZALTENANGO_QUETZALTENANGO_FIESTA DE INDEPENDECIA
76,25030175,Si,Día de la independencia 15 de septiembre,"Sí, es de familiares o amigos",SAN MARCOS_TEJUTLA,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,8,58,MAESTRO,MAESTRO DE PARVULOS,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
78,25030175,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,16,31,AMA DE COASA,AMA DE CASA,Femenino,Sí,3.0,5.0,Visita a familiares y/o amigos,Casa de amigos o familiares,5.0,Por su cuenta,Bus regional,1500.0,IZABAL_MORALES_CTRO HISTORICO
79,25030175,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,16,31,AMA DE COASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
81,25030175,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,22,SECRETARIA BILINGUE,SECRETARIA,Femenino,Sí,1.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,1.0,Por su cuenta,Bus turístico,700.0,SOLOLA_PANAJACHEL_LAGO DE ATITLAN
82,25030175,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,22,SECRETARIA BILINGUE,SECRETARIA,Femenino,Sí,2.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,1.0,Por su cuenta,Bus turístico,4500.0,SANTA ROSA_TAXISCO_MONTE RICO
83,25030175,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,22,SECRETARIA BILINGUE,SECRETARIA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
84,25030175,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,7.0,2.0,CHIMALTENANGO_CHIMALTENANGO_FINCA DE UN FAMILIAR,Visita a familiares y amigos,150.0,4.0,1.0,10,44,8AVE 10.99 ZONA 18 COLONIA ATLANTIDA,AMA DE CASA,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,1900.0,RETALHULEU_SAN MARTIN ZAPOTITLAN_IRTRA REU
85,25030175,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,8.0,2.0,CHIMALTENANGO_CHIMALTENANGO_FINCA DE UN FAMILIAR,Visita a familiares y amigos,150.0,4.0,1.0,10,44,8AVE 10.99 ZONA 18 COLONIA ATLANTIDA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
87,30030012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,6,60,COMERCIANTE,VENTA DE PRODUCTOS LACTEOS,Femenino,Sí,3.0,7.0,"Ocio, recreo y/o vacaciones",Otros,7.0,Por su cuenta,Bus turístico,2900.0,IZABAL_ESTOR_CHULAQUITO
88,30030012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,6,60,COMERCIANTE,VENTA DE PRODUCTOS LACTEOS,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Bus turístico,2200.0,ESCUINTLA_PUERTO SAN JOSE_PUERTO SAN JOSE
89,30030012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,6,60,COMERCIANTE,VENTA DE PRODUCTOS LACTEOS,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
90,30030012,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",CHIQUIMULA_JOCOTAN,3.0,1.0,2.0,RETALHULEU_RETALHULEU_XETULUL,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,30,ALBA!IL,ALBA!IL,Femenino,Sí,2.0,4.0,Religión y peregrinación,Hotel o similares,4.0,Por su cuenta,Bus turístico,1200.0,CHIQUIMULA_ESQUIPULAS_BASILICA
91,30030012,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",CHIQUIMULA_JOCOTAN,3.0,1.0,2.0,RETALHULEU_RETALHULEU_XETULUL,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,30,ALBA!IL,ALBA!IL,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
93,30030012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,8,52,ELABORACION DE TOSTADAS,ELABORACION DE TOSTADAS,Femenino,Sí,2.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Bus regional,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
94,30030012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,8,52,ELABORACION DE TOSTADAS,ELABORACION DE TOSTADAS,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
96,30030012,Si,Vacaciones personales,"Sí, es de familiares o amigos",JUTIAPA_MOYUTA,3.0,8.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ARCO,"Ocio, recreo y/o vacaciones",0.0,1.0,1.0,7,21,BACHILER EN COMPUTACION,OFICIOS DEL HAOGAR,Femenino,Sí,1.0,1.0,Religión y peregrinación,Hotel o similares,1.0,No organizó,Bus regional,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA DE ESQUIPULAS
97,30030012,Si,Vacaciones personales,"Sí, es de familiares o amigos",JUTIAPA_MOYUTA,3.0,6.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ARCO,"Ocio, recreo y/o vacaciones",0.0,1.0,1.0,7,21,BACHILER EN COMPUTACION,OFICIOS DEL HAOGAR,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
99,29010012,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,4.0,2.0,RETALHULEU_MULUA SANTA CRUZ_XOCOMIL,"Ocio, recreo y/o vacaciones",350.0,1.0,1.0,7,41,ALFARERA,ALFARERA,Femenino,Sí,2.0,2.0,Visita a familiares y/o amigos,Casa de amigos o familiares,48.0,Por su cuenta,Bus regional,240.0,ESCUINTLA_ESCUINTLA_MAYO
100,29010012,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,12.0,2.0,RETALHULEU_MULUA SANTA CRUZ_XOCOMIL,"Ocio, recreo y/o vacaciones",350.0,1.0,1.0,7,41,ALFARERA,ALFARERA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
102,29010012,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,30,AMA DE CASA,AMA DE CASA,Femenino,Sí,2.0,5.0,"Ocio, recreo y/o vacaciones",Otros,5.0,Por su cuenta,Bus regional,2185.0,COBAN_TACTIC_NO RECUERDA NOBRE
103,29010012,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,30,AMA DE CASA,AMA DE CASA,Femenino,Sí,2.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Vehículo,5700.0,CHIQUIMULA_ESQUIPULAS_IGLESIAS
104,29010012,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,30,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
105,29010012,Si,Noche buena (año 2017),"Sí, es de familiares o amigos",RIO DULCE IZABAL_EL ESTOR,3.0,1.0,1.0,GUATEMALA_GUATEMALA_LA IGLESIA CATOLICA CERRITO EL CARMEN,Religión y peregrinación,150.0,2.0,1.0,5,30,PILOTO DE TRANSPORTE PESADO,PILOTO,Masculino,Sí,3.0,2.0,Religión y peregrinación,Airbnb,2.0,Por su cuenta,Bus regional,1900.0,CHIQUMULA_ESQUIPULA_LA BASILICA
106,29010012,Si,Noche buena (año 2017),"Sí, es de familiares o amigos",RIO DULCE IZABAL_EL ESTOR,3.0,1.0,1.0,GUATEMALA_GUATEMALA_LA IGLESIA CATOLICA CERRITO EL CARMEN,Religión y peregrinación,150.0,2.0,1.0,5,30,PILOTO DE TRANSPORTE PESADO,PILOTO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
108,29010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,10.0,2.0,SOLOLÁ_PANAJACHEL_LAGO,Visita a familiares y amigos,1000.0,5.0,1.0,2,38,AMA DE CAS,ALFARERA,Femenino,Sí,1.0,9.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,9.0,Por su cuenta,Bus regional,1900.0,ESCUINTLA_PUERTO DE SAN JOSE_LA PALAY
109,29010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,7.0,2.0,SOLOLÁ_PANAJACHEL_LAGO,Visita a familiares y amigos,1000.0,5.0,1.0,2,38,AMA DE CAS,ALFARERA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
111,29010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,3,24,MAESTRA,MAESTRA,Masculino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Bus regional,595.0,IZABAL_LIVINGSTON_RIO DULCE
112,29010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,3,24,MAESTRA,MAESTRA,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
114,29010012,Si,Día del ejercito,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,6,39,NINGUNO,NINGUNO,Masculino,Sí,2.0,1.0,"Ocio, recreo y/o vacaciones",Otros,64.0,Por su cuenta,Bus turístico,35.0,CHIQUMULA_ESQUIPULAS_IGLESIA
115,29010012,Si,Día del ejercito,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,6,39,NINGUNO,NINGUNO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
117,29010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,5,26,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,3.0,Visita a familiares y/o amigos,Casa de amigos o familiares,3.0,Por su cuenta,Vehículo,380.0,JUTIAPA_QUEZADA_PISCINAS
118,29010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,5,26,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
120,1030035,Si,Día de la independencia 15 de septiembre,"Sí, es de su propiedad",ESCUINTLA_SAN JOSE,6.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,17,55,ADMINISTRADOR,ADMINISTRADOR,Masculino,Sí,3.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,QUICHE_JOYABAJ_PARQUE
121,1030035,Si,Día de la independencia 15 de septiembre,"Sí, es de su propiedad",ESCUINTLA_SAN JOSE,6.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,17,55,ADMINISTRADOR,ADMINISTRADOR,Masculino,Sí,2.0,2.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,Por su cuenta,Vehículo,0.0,TOTONICAPAN_MOMOSTENANGO_PARQUE
122,1030035,Si,Día de la independencia 15 de septiembre,"Sí, es de su propiedad",ESCUINTLA_SAN JOSE,6.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,17,55,ADMINISTRADOR,ADMINISTRADOR,Masculino,Sí,5.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,IZABAL_LIVINGSTON_PLAYA
123,1030035,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,5.0,30.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA PASEO,"Ocio, recreo y/o vacaciones",200.0,3.0,1.0,16,45,NO ESPECIFICO,NO ESPECIFICO,Masculino,Sí,1.0,8.0,"Ocio, recreo y/o vacaciones",Hotel o similares,8.0,Por su cuenta,Bus turístico,4300.0,SOLOLA_PANAJACHEL_LAGO
124,1030035,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,7.0,30.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA PASEO,"Ocio, recreo y/o vacaciones",200.0,3.0,1.0,16,45,NO ESPECIFICO,NO ESPECIFICO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
126,1030035,Si,Noche buena (año 2017),"Sí, es de familiares o amigos",IZABAL_ESTOR,3.0,2.0,5.0,CHIMALTENANGO_TECPAN_HACIENDA TECPAN,"Ocio, recreo y/o vacaciones",13000.0,6.0,1.0,11,50,PERITO CONTADOR,PERITO CONTADOR,Masculino,Sí,2.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Vehículo,3500.0,PETEN_FLORES_TIKAL
127,1030035,Si,Noche buena (año 2017),"Sí, es de familiares o amigos",IZABAL_ESTOR,3.0,2.0,5.0,CHIMALTENANGO_TECPAN_HACIENDA TECPAN,"Ocio, recreo y/o vacaciones",13000.0,6.0,1.0,11,50,PERITO CONTADOR,PERITO CONTADOR,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
129,1030035,Si,Vacaciones personales,"Sí, es de su propiedad",SACATEPEQUEZ_ANTIGUA GUATEMALA,10.0,6.0,4.0,QUETZLATENANGO_QUETZALTENANGO_PLAZA CENTRAL,Visita a familiares y amigos,600.0,2.0,3.0,19,62,LICENCIADA EN HISTORIA,JUBILADA,Femenino,Sí,2.0,2.0,Otros,Hotel o similares,2.0,Reserva individual,Vehículo,0.0,SANTA ROSA_TAXISCO_MONTERRICO
130,1030035,Si,Vacaciones personales,"Sí, es de su propiedad",SACATEPEQUEZ_ANTIGUA GUATEMALA,10.0,6.0,4.0,QUETZLATENANGO_QUETZALTENANGO_PLAZA CENTRAL,Visita a familiares y amigos,600.0,2.0,3.0,19,62,LICENCIADA EN HISTORIA,JUBILADA,Femenino,Sí,2.0,2.0,Visita a familiares y/o amigos,Hotel o similares,2.0,Reserva individual,Vehículo,1650.0,QUETZALTENANGO_QUETZALTENANGO_PLAZA CENTRAL
131,1030035,Si,Vacaciones personales,"Sí, es de su propiedad",SACATEPEQUEZ_ANTIGUA GUATEMALA,10.0,6.0,4.0,QUETZLATENANGO_QUETZALTENANGO_PLAZA CENTRAL,Visita a familiares y amigos,600.0,2.0,3.0,19,62,LICENCIADA EN HISTORIA,JUBILADA,Femenino,Sí,1.0,2.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,Reserva individual,Vehículo,1500.0,SOLOLÁ_PANAJACHEL_PANAJACHEL
132,1030035,Si,Día de los santos (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,2.0,12.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",150.0,4.0,1.0,17,43,COMERCIANTE,VENDEDOR,Masculino,Sí,10.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,8.0,Por su cuenta,Vehículo,900.0,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
133,1030035,Si,Día de los santos (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,8.0,12.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",150.0,4.0,1.0,17,43,COMERCIANTE,VENDEDOR,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
135,1030035,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,71,LIDA. EN TRABAJO SOCIAL,ENCARGADA DE BIBLIOTECA,Femenino,Sí,2.0,10.0,"Ocio, recreo y/o vacaciones",Hotel o similares,11.0,Por su cuenta,Vehículo,10000.0,ESCUINTLA_IZTAPA_PUERTO
136,1030035,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,71,LIDA. EN TRABAJO SOCIAL,ENCARGADA DE BIBLIOTECA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
138,27020121,Si,Otros,"Sí, es de familiares o amigos",ZACAPA_GUALAM,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,10,28,SASTRE,SASTRE,Femenino,Sí,2.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,2200.0,CHIQUIMULA_ESQUIPULAS_BASILICA
139,27020121,Si,Otros,"Sí, es de familiares o amigos",ZACAPA_GUALAM,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,10,28,SASTRE,SASTRE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
141,27020101,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,8,48,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,8.0,"Ocio, recreo y/o vacaciones",Hotel o similares,8.0,Por su cuenta,Vehículo,3200.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
142,27020101,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,8,48,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
144,27020101,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,36,PERITO CONTADOR,OBRERO,Masculino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Reserva individual,Bus regional,645.0,RETHALULEU_SAN FELIPE_IRTRA DE RETHALULEU
145,27020101,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,36,PERITO CONTADOR,OBRERO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
147,27020101,Si,Paseo / excursión,"Sí, es de familiares o amigos",SAN MARCOS_SAN MARCOS,3.0,4.0,3.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE,"Ocio, recreo y/o vacaciones",200.0,2.0,1.0,17,18,BACHILLER EN COMPUTACION,ESTUDIANTE,Masculino,Sí,1.0,3.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,3.0,Por su cuenta,Bus regional,700.0,PETEN_FLORES_FUTE
148,27020101,Si,Paseo / excursión,"Sí, es de familiares o amigos",SAN MARCOS_SAN MARCOS,3.0,4.0,3.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE,"Ocio, recreo y/o vacaciones",200.0,2.0,1.0,17,18,BACHILLER EN COMPUTACION,ESTUDIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
150,27020101,Si,Día de la independencia 15 de septiembre,"Sí, es de familiares o amigos",ESCUINTLA_SAN JOSE,3.0,1.0,4.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_VOLCAN DE AGUA,"Ocio, recreo y/o vacaciones",150.0,2.0,2.0,14,20,BACHILLERATO EN ELECTRONICA,ESTUDIANTE,Masculino,Sí,1.0,2.0,Otros,Casa de amigos o familiares,2.0,No organizó,Bus regional,135.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_VOLCAN DE AGUA
151,27020101,Si,Día de la independencia 15 de septiembre,"Sí, es de familiares o amigos",ESCUINTLA_SAN JOSE,3.0,1.0,4.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_VOLCAN DE AGUA,"Ocio, recreo y/o vacaciones",150.0,2.0,2.0,14,20,BACHILLERATO EN ELECTRONICA,ESTUDIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
153,27020101,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,9,68,MARROQUINERO,MARROQUINERO,Masculino,Sí,2.0,5.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,5.0,Por su cuenta,Bus regional,2500.0,CHIQUIMULA_ESQUIPULAS_ESQUIPULAS
154,27020101,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,9,68,MARROQUINERO,MARROQUINERO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
156,28050013,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,12.0,20.0,GUATEMALA_GUATEMALA_AEREOPUERTO LA AURORA,Otros,15.0,1.0,1.0,9,66,NI!ERA,NI!ERA,Femenino,Sí,2.0,1.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,1.0,Por su cuenta,Vehículo,0.0,SANTA ROSA_CHIQUIMULA_PLAYA LAS LISAS
157,28050013,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,3.0,20.0,GUATEMALA_GUATEMALA_AEREOPUERTO LA AURORA,Otros,15.0,1.0,1.0,9,66,NI!ERA,NI!ERA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
159,28050013,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,12.0,3.0,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN,"Ocio, recreo y/o vacaciones",3000.0,3.0,2.0,13,50,BACHILLER,ASEGURADOR,Masculino,Sí,2.0,3.0,"Ocio, recreo y/o vacaciones",Hotel o similares,3.0,Por su cuenta,Vehículo,4000.0,QUICHE_SANTA CRUZ DEL QUICHE_BALNEARIO PACHITAC
